Expected Runtime(s),Num Processes,Universe Size,Insert Rate,Remove Rate,Search Rate,Pred Rate,Dynamic Set Type,Average Runtime(s),Start Time Variance(µs),End Time Variance(µs),Total Throughput,Throughput Per Second,Average Throughput,Average Throughput Per Second,Max Proc Throughput,Max Throughput Per Second,Max Exceeds Average by x%,Min Proc Throughput,Min Throughput Per Second,Min Below Average by x%,Total Preds,Average Preds,Min Preds,Max Preds,Total Searches,Average Searches,Min Searches,Max Searches,Total Inserts,Total Successful Inserts,Average Inserts,Average Successful Inserts,Min Inserts,Max Inserts,Min Successful Inserts,Max Successful Inserts,Total Removes,Total Successful Removes,Average Removes,Average Successful Removes,Min Removes,Max Removes,Min Successful Removes,Max Successful Removes
5,3,1048576,4,4,1,1,Jeremy's Trie,5.000041,1,24,14856250,2971225.6,4952083.3,990408.55,4968550,993701.85,0.33251998,4926650,985321.92,0.51358856,1484082,494694,492484,496894,1485530,495176.67,491580,497524,5943286,2972351,1981095.3,990783.67,1970149,1987603,986333,993448,5943352,2972968,1981117.3,990989.33,1972437,1986529,986055,993914
5,3,1048576,4,4,1,1,Jeremy's Trie,5.000023,1,20,14883900,2976766.3,4961300,992255.44,4965750,993145.43,0.089694233,4955900,991175.44,0.10884244,1489437,496479,495942,497319,1489951,496650.33,495831,497305,5950772,2975641,1983590.7,991880.33,1980986,1985721,990184,993458,5953740,2975047,1984580,991682.33,1982907,1985428,991092,992329
5,4,1048576,4,4,1,1,Jeremy's Trie,5.000038,0,31,17778850,3555743,4444712.5,888935.74,4459550,891903.22,0.33382362,4428550,885703.27,0.36363432,1777887,444471.75,442239,446885,1775526,443881.5,442075,445567,7112068,3555741,1778017,888935.25,1772990,1783613,886200,891737,7113369,3556529,1778342.2,889132.25,1771084,1783485,884489,892818
5,4,1048576,4,4,1,1,Jeremy's Trie,5.000024,0,38,17755500,3551083,4438875,887770.74,4473300,894655.71,0.77553434,4417500,883495.76,0.48154093,1776876,444219,442420,446953,1774817,443704.25,441757,447062,7099037,3551998,1774759.2,887999.5,1765797,1788764,883064,895417,7104770,3552343,1776192.5,888085.75,1767526,1790521,884228,893502
5,4,1048576,4,4,1,1,Jeremy's Trie,5.000026,1,18,17748800,3549741.5,4437200,887435.39,4472750,894545.35,0.80118092,4411350,882265.41,0.5825746,1775866,443966.5,441852,447960,1774093,443523.25,440722,446801,7098513,3549720,1774628.2,887430,1764664,1788994,882781,894425,7100328,3550504,1775082,887626,1764112,1788995,882559,894268
5,4,1048576,4,4,1,1,Jeremy's Trie,5.000023,1,11,17769350,3553853.7,4442337.5,888463.41,4462050,892405.89,0.44374161,4427750,885545.93,0.32837442,1778146,444536.5,442882,445800,1777122,444280.5,442842,446882,7106269,3552858,1776567.2,888214.5,1769356,1786591,884284,893112,7107813,3552669,1776953.2,888167.25,1770243,1782777,884577,891159
5,4,1048576,4,4,1,1,Jeremy's Trie,5.000025,1,29,17813100,3562602.2,4453275,890650.55,4469850,893965.53,0.37219799,4424000,884795.58,0.65738137,1783547,445886.75,442471,447802,1783473,445868.25,442587,448529,7123204,3560844,1780801,890211,1768791,1786809,884293,893763,7122876,3560710,1780719,890177.5,1770151,1787699,883388,895013
5,5,1048576,4,4,1,1,Jeremy's Trie,4.984066,32004,73,13082300,2624824.8,2616460,524964.96,2982050,598316.72,13.972696,1445350,289994.15,44.759331,1308176,261635.2,144625,299278,1307637,261527.4,144056,299094,5235264,2618198,1047052.8,523639.6,577487,1192933,288185,596365,5231223,2618316,1046244.6,523663.2,579182,1190745,289864,596452
5,5,1048576,4,4,1,1,Jeremy's Trie,5.000017,24,41,13107800,2621551.1,2621560,524310.22,2983850,596767.97,13.819634,1450850,290169.01,44.656998,1310260,262052,145524,298231,1312343,262468.6,145327,299049,5243341,2622614,1048668.2,524522.8,580666,1194351,290901,597269,5241856,2622307,1048371.2,524461.4,579333,1192219,289913,595798
5,5,1048576,4,4,1,1,Jeremy's Trie,5.00002,40,34,13129500,2625889.5,2625900,525177.9,2968350,593667.63,13.041243,1462500,292498.83,44.30481,1311262,262252.4,145556,296472,1313082,262616.4,146152,296651,5250952,2627383,1050190.4,525476.6,585486,1188018,293312,594237,5254204,2627098,1050840.8,525419.6,585306,1187209,292738,593582
5,5,1048576,4,4,1,1,Jeremy's Trie,5.000033,74,61,13107950,2621572.7,2621590,524314.54,2984250,596846.06,13.83359,1466000,293198.06,44.079738,1312535,262507,146568,298646,1311282,262256.4,147206,298345,5242505,2621646,1048501,524329.2,586355,1193615,293508,597034,5241628,2621600,1048325.6,524320,585871,1193644,292782,596529
5,5,1048576,4,4,1,1,Jeremy's Trie,5.000016,95,57,13513900,2702771.4,2702780,540554.27,3021800,604358.07,11.803402,1535450,307089.02,43.189975,1348731,269746.2,153376,301754,1352466,270493.2,153587,301732,5404916,2704071,1080983.2,540814.2,614079,1208337,307816,603565,5407787,2704240,1081557.4,540848,614408,1209977,307137,605259
5,6,1048576,4,4,1,1,Jeremy's Trie,5.000044,33,90,11232800,2246540.2,1872133.3,374423.37,2248400,449676.04,20.098284,1396950,279387.54,25.381917,1123044,187174,139299,224566,1122077,187012.83,139737,225278,4496523,2246802,749420.5,374467,559465,899386,280026,448834,4491156,2246748,748526,374458,558449,899170,279401,450102
5,6,1048576,4,4,1,1,Jeremy's Trie,5.000067,32,70,11916850,2383338.1,1986141.7,397223.01,2266600,453313.93,14.120762,1461800,292356.08,26.400013,1193026,198837.67,146204,227047,1192058,198676.33,147071,226587,4762983,2382551,793830.5,397091.83,584447,905922,291809,453253,4768783,2382901,794797.17,397150.17,584078,907691,291766,453887
5,6,1048576,4,4,1,1,Jeremy's Trie,5.000006,68,75,12376250,2475247,2062708.3,412541.17,2312350,462469.45,12.102616,1590200,318039.62,22.907181,1235703,205950.5,158548,231294,1238147,206357.83,159429,231593,4948198,2475359,824699.67,412559.83,636143,924474,318115,463360,4954202,2474715,825700.33,412452.5,635846,926721,317278,463322
5,6,1048576,4,4,1,1,Jeremy's Trie,5.000053,32,88,11325000,2264976,1887500,377496,2275650,455125.18,20.564238,1453250,290646.92,23.006623,1133641,188940.17,145605,227412,1131921,188653.5,145078,227360,4531244,2264382,755207.33,377397,581579,910516,291186,455678,4528194,2264036,754699,377339.33,580988,910362,290178,454461
5,6,1048576,4,4,1,1,Jeremy's Trie,5.000058,30,47,12199450,2439861.7,2033241.7,406643.62,2303700,460734.66,13.301829,1535600,307116.44,24.475284,1220065,203344.17,153298,231013,1218339,203056.5,153400,230171,4882302,2439354,813717,406559,613711,922010,306209,460529,4878744,2439735,813124,406622.5,615191,920506,307205,460760
